,V
0.0,100.20104916666668
0.002777777786832303,100.20090979411765
0.005555555573664606,100.20066200000002
0.008333333360496908,100.20060765624999
0.01111111108912155,100.20053743333332
0.013888888875953853,100.20073867741937
0.016666666662786156,100.20072892592592
0.01944444444961846,100.20068090625
0.02222222223645076,100.20069331428574
0.025000000023283064,100.20024070588236
0.027777777810115367,100.20044294117646
0.03055555553874001,100.20055187878788
0.03333333332557231,100.20041002857144
0.036111111112404615,100.20066361764707
0.03888888889923692,100.20057784375
0.04166666668606922,100.20090373529415
0.04444444447290152,100.20087546874998
0.047222222201526165,100.20059451612902
0.04999999998835847,100.200618
0.05277777777519077,100.20046959999999
0.05555555556202307,100.20081096666667
0.058333333348855376,100.20074929411766
0.06111111113568768,100.20087834285714
0.06388888886431232,100.20114593749999
0.06666666665114462,100.20114027027026
0.06944444443797693,100.20142488571426
0.07222222222480923,100.20086689655176
0.07500000001164153,100.20083487878786
0.07777777779847383,100.20047427272728
0.08055555558530614,100.20094343749999
0.08333333331393078,100.20084885714286
0.08611111110076308,100.20096974193547
0.08888888888759539,100.20118422857145
0.09166666667442769,100.2010501764706
0.09444444446125999,100.20093309090907
0.0972222222480923,100.200804
0.09999999997671694,100.20063186666665
0.10277777776354924,100.20054825000001
0.10555555555038154,100.20120379411769
0.10833333333721384,100.20109953125
0.11111111112404615,100.20099665625
0.11388888891087845,100.20064203030302
0.11666666669771075,100.20092756666666
0.1194444444263354,100.20084654838712
0.1222222222131677,100.20065678571429
0.125,100.20044214705882
0.1277777777868323,100.20058002941175
0.1305555555736646,100.20066932352941
0.1333333333604969,100.20076060606061
0.13611111108912155,100.20119785294116
0.13888888887595385,100.20141866666668
0.14166666666278616,100.20151012499998
0.14444444444961846,100.20127025000001
0.14722222223645076,100.2010923125
0.15000000002328306,100.20139296774195
0.15277777781011537,100.20161206060605
0.15555555553874,100.20160884375
0.1583333333255723,100.20112646874998
0.16111111111240461,100.20079054545454
0.16388888889923692,100.20073887878789
0.16666666668606922,100.2008840277778
0.16944444447290152,100.20128270967743
0.17222222220152617,100.2013181388889
0.17499999998835847,100.20111999999997
0.17777777777519077,100.20128356666667
0.18055555556202307,100.20123422580643
0.18333333334885538,100.20135381249997
0.18611111113568768,100.20132472727275
0.18888888886431232,100.20112915625002
0.19166666665114462,100.2012199117647
0.19444444443797693,100.20151973529411
0.19722222222480923,100.20119051612903
0.20000000001164153,100.20146293749998
0.20277777779847383,100.20154009090912
0.20555555558530614,100.20163887878788
0.20833333331393078,100.20142023529412
0.21111111110076308,100.20150662068964
0.21388888888759539,100.20136217647057
0.2166666666744277,100.20144606060609
0.21944444446126,100.20155244117646
0.2222222222480923,100.20151555882352
0.22499999997671694,100.20135443749999
0.22777777776354924,100.20104609375
0.23055555555038154,100.20070493749999
0.23333333333721384,100.20076324242423
0.23611111112404615,100.20110856249995
0.23888888891087845,100.20126693548389
0.24166666669771075,100.2017510625
0.2444444444263354,100.2012706470588
0.2472222222131677,100.20114721874997
0.25,100.20147167741938
0.2527777777868323,100.20115609999999
0.2555555555736646,100.20111331428572
0.2583333333604969,100.20102209999999
0.26111111108912155,100.20099479999999
0.26388888887595385,100.20102854285714
0.26666666666278616,100.20118370588237
0.26944444444961846,100.20106084375
0.27222222223645076,100.20098472413794
0.27500000002328306,100.20116158064513
0.27777777781011537,100.20111584375
0.28055555553874,100.20125849999998
0.2833333333255723,100.20095952941176
0.2861111111124046,100.2009587419355
0.2888888888992369,100.2009356969697
0.2916666666860692,100.20089944117646
0.2944444444729015,100.20077921212122
0.29722222220152617,100.20084554838706
0.29999999998835847,100.20093370588238
0.30277777777519077,100.20126168750002
0.3055555555620231,100.20079896875
0.3083333333488554,100.2006695483871
0.3111111111356877,100.20042096774193
0.3138888888643123,100.20030736363634
0.3166666666511446,100.20050614285712
0.3194444444379769,100.20090285294118
0.32222222222480923,100.20072579999999
0.32500000001164153,100.20061925714286
0.32777777779847383,100.20061766666667
0.33055555558530614,100.20130772222223
0.3333333333139308,100.20083652941176
0.3361111111007631,100.20098625806452
0.3388888888875954,100.20106242857143
0.3416666666744277,100.20080920588235
0.34444444446126,100.20078693548386
0.3472222222480923,100.20101437500001
0.34999999997671694,100.20113349999998
0.35277777776354924,100.20060561764704
0.35555555555038154,100.20048372727274
0.35833333333721384,100.20076369696972
0.36111111112404615,100.20071814285714
0.36388888891087845,100.20083767741936
0.36666666669771075,100.20071993939395
0.3694444444263354,100.20033493749997
0.3722222222131677,100.20061086206896
0.375,100.20061128125
0.3777777777868323,100.20072245454546
0.3805555555736646,100.2009218125
0.3833333333604969,100.20015788571428
0.38611111108912155,100.20032875000001
0.38888888887595385,100.20005537142855
0.39166666666278616,100.20019037142858
0.39444444444961846,100.20089469696971
0.39722222223645076,100.20044731249999
0.40000000002328306,100.20060238235293
0.40277777781011537,100.20079155882352
0.40555555553874,100.20086837931034
0.4083333333255723,100.20102499999999
0.4111111111124046,100.20098343750001
0.4138888888992369,100.20062275757576
0.4166666666860692,100.20067973333335
0.4194444444729015,100.20051142857145
0.42222222220152617,100.20077736666667
0.42499999998835847,100.20070517142858
0.42777777777519077,100.20111740625
0.4305555555620231,100.2012996333333
0.4333333333488554,100.20123536666668
0.4361111111356877,100.20119054545452
0.4388888888643123,100.20095106060603
0.4416666666511446,100.20081858333332
0.4444444444379769,100.20074735483871
0.44722222222480923,100.20095357142857
0.45000000001164153,100.20072793939394
0.45277777779847383,100.200819
0.45555555558530614,100.20099281249999
0.4583333333139308,100.201187
0.4611111111007631,100.20134503333335
0.4638888888875954,100.20141967647062
0.4666666666744277,100.20116744117647
0.46944444446126,100.20055348571428
0.4722222222480923,100.20042153124999
0.47499999997671694,100.20054161764706
0.47777777776354924,100.20112232258062
0.48055555555038154,100.2012265882353
0.48333333333721384,100.20122694285715
0.48611111112404615,100.20086165714285
0.48888888891087845,100.2005781034483
0.49166666669771075,100.20089188571428
0.4944444444263354,100.20067481250001
0.4972222222131677,100.20111355882352
0.5,100.20095108823527
0.5027777777868323,100.20091559999997
0.5055555555736646,100.20110377419356
0.5083333333604969,100.20130796969696
0.5111111110891216,100.20123382857142
0.5138888888759539,100.2008940882353
0.5166666666627862,100.20091720000002
0.5194444444496185,100.20090138235292
0.5222222222364508,100.20128042424241
0.5250000000232831,100.20079602941175
0.5277777778101154,100.20073870588236
0.53055555553874,100.20079725
0.5333333333255723,100.20087303030304
0.5361111111124046,100.20041891428572
0.5388888888992369,100.20077670588238
0.5416666666860692,100.20109211764704
0.5444444444729015,100.20079918181818
0.5472222222015262,100.20104583333334
